x,y,z,t,class
-0.03167552503351045,-9.91205374378826,-0.5794361762587491,-1.044238808635487,1
0.002525986943430307,6.172455978669437,3.2883390705617175,-1.0064274917407479,5
0.18312326558487735,-0.3878405546593373,6.236469772860241,-1.6914911528415706,2
-0.04226222449397611,-1.9962722949660403,-1.6553020311874493,-2.995310745078718,1
-0.06281128907425293,-0.41707218243076616,6.6574747240450485,-3.633134336533709,4
-0.023776586143070613,4.735619821501979,2.130402285526608,3.636300076763366,1
0.05246110038625577,9.500496303885237,5.0123021311337554,1.9666754715224437,5
0.8506855937858457,5.282046602400472,1.7020206012302852,7.031606944867106,6
0.07680563018570637,7.6289432385599145,3.958840424372003,1.75989863301508,5
-0.24910675694711049,4.404711962238746,-0.7995782993460243,-1.7624557331282746,6
0.18647118438229127,-0.5302111201523179,5.719651453698822,0.26625564151584147,2
0.11502397201777037,-5.918602470769315,2.900057721330267,4.982253038279336,1
0.06209283971446387,-4.462230670218312,0.12968239766549106,0.24428802249107107,1
0.38645815756344115,-1.6879907486369436,5.6782076753179975,0.05459663951191729,2
0.5968329060722386,0.08314868148387422,7.102864418396555,-1.4197513799645458,2
0.34879958620588614,1.2778988550142003,6.591123570413109,0.14067273403981417,2
0.08374520350392567,1.9089843173001135,5.104661134556284,0.5052530056559048,2
-0.1459973410088531,0.7057933399487886,7.197664912987056,-3.7733563068803857,4
-0.72303896588395,-8.034085509380228,1.3527265943014246,6.881149136678654,6
0.4379348144411477,0.4373960424813803,4.420098332021894,-0.5873618073753386,2
0.03310005761073359,4.949590633639854,-3.682488005977505,-6.457459975923788,1
0.8621683932250697,-4.761257300615676,-0.2079838046781166,-2.6759284633885416,6
-0.6287697350594832,0.45727783291213564,6.583662629081693,0.558935217200589,2
-0.4500078154691449,0.6338394026256773,7.377658170026663,-4.045502576683626,4
-0.21776461988819118,-9.542481035238543,6.228394351333184,7.138185536820866,6
-0.00490941044274955,9.904354034699939,0.6330647303828331,1.028406458483352,1
-0.805629071619971,2.9293998020895184,3.3154884642219518,7.933118420696718,6
0.5426455764262559,-2.9028780990923773,-1.4172653830716704,5.8002089082881065,6
0.7416148475553082,-9.406720032876871,10.487030242620236,1.3887242885316633,6
-0.7430801516881549,-7.926926285235535,-3.228182163043119,-1.4429339145607791,6
-0.25402812702010236,-4.296270021718632,-2.333943929157205,3.227501842874761,3
-0.5053714337038935,3.1146721291353376,-2.1878750138420062,-1.560148664786838,6
-0.03160506435163535,7.096407403119127,7.05819733520148,-0.028377664050810544,5
0.5972166911359573,-1.4275061764069732,8.012638969426199,0.9120917785562757,2
0.5384059576195641,7.856280911532739,11.325527634623228,2.5415072479750664,6
-0.4685939939156265,-0.6564557960924833,6.705011452766801,-3.8611064091588947,4
-0.22467171101500982,0.939150562769218,8.915588956226653,0.6361655110652071,2
0.7670048734788772,-0.12534162531804194,7.347472320158417,-4.438311252241435,4
0.011342165918065916,0.021823975132496898,7.158559359477657,-4.245798865043794,4
0.04880629417703104,0.25261402395992383,2.2851881836560213,3.8569665101888626,1
-0.06500255697083324,0.2722319015253114,6.177484090534172,-4.159129239057782,4
-0.13620753885573156,-3.046046867916382,2.682345070644643,-1.2080091036261216,6
-0.15088733738142013,-2.8619039805973783,6.364777483946137,-0.20085516480270726,2
-0.5449420431132844,3.658324663898881,10.738367846237146,-3.9547342824455125,6
-0.19515904121041894,-0.12417828707265821,6.603202994734811,-4.45872642243679,4
0.01739220567738542,1.2273013891604947,10.45096590311508,0.19893252494420555,2
0.2322535117301685,-0.10270616432369284,7.220981393146715,-3.9535283855961874,4
0.021243179168380606,6.84174522465289,6.698622909307853,-0.9634592870036937,5
-0.04803009337693273,10.068288372386336,3.05133905129963,-0.024571478206411767,5
-0.26199824763848056,0.49968750681866236,7.469693168394136,-4.270547827034841,4
0.4871470997879215,7.7343759227736335,3.424323415571436,6.490693954075948,6
0.6488495180124181,0.6903699959185725,8.155244485436528,-0.35380414593842513,2
-0.12713944914392394,1.5320753307385622,8.855180204196483,-0.6989283359996064,2
0.11274568686405162,7.115810557600231,7.541593294716502,7.021528854010001,6
0.00214190935506316,9.66744224625903,3.962644749976765,1.6893766413712876,5
0.018287654586798305,10.349249280139759,3.9534539491288276,-1.7523000189651685,5
0.23769829725264247,1.8130508375747687,8.066401747991236,0.43923398339633746,2
0.0654049568737154,-3.9160320063777436,4.649989107077047,7.976115850996621,1
-0.040304137154604014,-4.767262206558087,-2.191349179896883,2.168940176832769,3
-0.016674830554291975,4.201272090721012,-2.4611874977908963,-4.100304128477655,1
0.44661962171759195,9.825694713840477,11.209553105593866,-6.516531330101545,6
0.030942799325822626,3.479391136055045,-1.0364671836021864,-1.7235605782466576,1
0.001880443044127346,6.9346743362748935,-1.9688247238660201,-3.457438254616796,1
0.08014410086173131,-1.2539601725936595,-3.0882248182988596,-5.363565031825368,1
-0.4986017849671578,0.5458261336640713,5.794257095387796,-0.3997865128749378,2
-0.12264801828159433,-4.417278993306983,-1.37335033165107,3.400118768199739,3
0.11653207549599376,-1.2325716444814683,7.284247220980194,0.12797252153706484,2
-0.09338527813855546,10.310340738257874,-3.817947133836667,0.7551966528372747,6
0.05837532527720901,-1.317385009615725,6.289910467113192,0.6183320490288491,2
-0.30742067375287796,-0.20162240287348965,6.313019396928161,-3.383891779856673,4
0.32446913711678915,0.13150727284315655,5.801238441874284,-0.4722980166005373,2
-0.42011492013711677,-4.3777050182642,1.0174624008687996,-5.741845625563791,6
-0.15376768650841477,7.2619937231032665,2.726353870110108,6.548451185732545,6
-0.02899452603524011,-5.3473601651701,-0.51357986484925,-0.6663070098559825,6
-0.8196982182358736,-0.7388082470713524,7.6403494462936665,0.054681669938856814,2
-0.03548660284539932,-0.2578810326350937,-2.2015482310301646,-3.871949630640915,1
0.5247094624068964,-1.644558528808771,5.421251250938551,1.1149129402442428,2
0.016585137593497504,8.905968002135626,6.719967789212555,-1.0225910913628835,5
-0.3886460727579907,-7.903210988669521,1.9393197668146396,-2.384177318315655,6
-0.0477491997823043,-9.744653348616866,7.689975447214185,-3.963922812036063,6
0.5123704789000709,-1.236535020537099,9.387263610489317,-3.684249907756727,6
0.06290733020076456,0.03856280551383451,7.687781859378616,-3.2793520667391767,4
-0.03513273747201068,10.797159296577073,6.741480657536394,-0.9247547905797932,5
-0.04875128409595702,5.465345066779731,0.7371584969494517,1.2666037593095243,1
0.41004744542709193,9.045647734649393,8.816142508591614,-5.7734332940943975,6
0.16345261559814295,4.5157707330831816,8.082717258277679,-3.89172759919021,6
-0.05393231264135903,5.44773136141498,4.974607982512091,2.001389336661475,5
-0.5789368724818202,-1.870039710658594,7.600876246833247,0.9528221725400172,2
0.43119291903119317,0.6924234151909379,6.655081338978095,1.5784116579697232,2
0.01992651425320944,7.521300713700521,5.057741175315726,1.9903787127541304,5
-0.24191802037717025,-5.2224306728441565,-2.323347636896145,2.288837212376083,3
0.6914643626374191,6.205825228256927,2.5318310375468993,-7.520543349111767,6
0.021174057011516978,7.2968499433298515,6.11640905254778,1.7907174820628997,5
0.08250833726728635,-0.7354456431031415,1.4245795607855039,2.3784815247165523,1
0.5533402726093959,-0.5492285461484512,4.7918210171921,-0.809514474385093,2
-0.02881121111212668,0.9786279261499032,0.7946078917713132,1.4940984723880597,1
0.8330282545443299,7.131590923380145,6.390246501333718,-6.909130137459723,6
-0.7455869582630346,-0.16286118702094754,6.774000366968677,-3.693525306151069,4
-0.02630234760832817,0.2640207589058252,6.709552479810761,1.0849719348459708,2
0.42277547856182407,-0.8757801889198258,9.559460739662976,0.46392778265650936,2
0.028258671331254138,3.730832083703558,1.198119444956469,2.12906132199225,1
0.6377468101544101,-0.5859165960950303,7.2748428459605545,-3.7973470901182935,4
-0.04040631957983994,-0.46485576336264944,3.6044458527728036,6.2357066440665205,1
-0.6487116778738827,8.77458864233056,-2.545251658766186,-2.5079862636039625,6
-0.2578175005448422,-1.2081538991076273,8.403765831006236,1.3912851935426955,2
-0.7456984404867535,-5.0213126640642995,3.451689766469072,2.8572323745539494,6
0.8621319390672142,10.212719807445211,-3.0378268814071885,-2.5124357555174424,6
-0.03811652149406052,-3.003126328288118,-2.6448223054194835,-4.4910046828637125,1
0.6096363761947221,-1.851100585478597,7.4959449415574095,-0.938625049945176,2
0.0641580487631804,8.237807452134007,3.233011811421423,-0.9550665372984124,5
-0.04894457666232599,-2.7237529366723274,6.988380092678952,0.04211091562482494,2
-0.421086966955313,-0.38803199191571647,3.869246131632103,0.6922964755458008,2
0.020959609825195458,9.207849331125757,6.761149034240296,1.0203027581230957,5
-0.021354755285747686,7.92770996034406,-1.1213508017289147,-1.9559168012847068,1
-0.07057332579725095,0.880188761473744,4.571115650801577,1.0270411847111358,2
0.5660843740196495,-9.041878492066088,-0.9995786921087801,4.018892149241878,6
-0.03983111516634308,-1.9041547066709388,8.0380076589095,1.1348577340837043,2
0.03717111140416828,9.863794535198421,3.265285240965156,1.0010598373037216,5
0.4767505379787378,2.6238194483401625,11.49737946757956,-6.473183237914892,6
0.8915857053002216,10.46217775743203,-2.5046721499294633,0.6418864539479392,6
-0.46377032476465674,-1.4402686478935909,7.390853437547323,-1.2217117131992792,2
