fixed acidity	volatile acidity	citric acid	residual sugar	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates	alcohol	quality
0.17209696099997587	-0.08176990080831344	0.2132802017909171	2.8213491694600115	-0.035355000359076724	0.5699315768602506	0.7445650346214291	2.3315120146481823	-1.2469212810674295	-0.3491842573077406	-1.3931524599299125	6
-0.6575011275547077	0.2158956318257421	0.048001121279579305	-0.944765273129346	0.14774707921666638	-1.2530186615443908	-0.14968462420743	-0.009154171642028967	0.7400286396601014	0.001341846559310476	-0.8242756777407458	6
1.475751100157335	0.017451943403038586	0.5438383628135937	0.10028218999754376	0.19352259911060218	-0.31214111914199527	-0.9733356257603265	0.35866480048929206	0.47510198356309685	-0.4368157832745035	-0.3366670072928885	6
0.40912498630131416	-0.4786572776537213	-0.11727795923175896	0.4157682166018878	0.5597267582620881	0.6875412696605501	1.1210912067598962	0.5258552423671855	0.011480335393340427	-0.7873418871415545	-0.49920323077550716	6
0.40912498630131416	-0.4786572776537213	-0.11727795923175896	0.4157682166018878	0.5597267582620881	0.6875412696605501	1.1210912067598962	0.5258552423671855	0.011480335393340427	-0.7873418871415545	-0.49920323077550716	6
1.475751100157335	0.017451943403038586	0.5438383628135937	0.10028218999754376	0.19352259911060218	-0.31214111914199527	-0.9733356257603265	0.35866480048929206	0.47510198356309685	-0.4368157832745035	-0.3366670072928885	6
-0.7760151402053762	0.41433932024844616	-1.4395106033224638	0.12000006666031521	-0.035355000359076724	-0.31214111914199527	-0.05555308117281325	0.2917886237381495	-0.05475132863090923	-0.1739212053742153	-0.7430075659994365	6
0.17209696099997587	-0.08176990080831344	0.2132802017909171	2.8213491694600115	-0.035355000359076724	0.5699315768602506	0.7445650346214291	2.3315120146481823	-1.2469212810674295	-0.3491842573077406	-1.3931524599299125	6
-0.6575011275547077	0.2158956318257421	0.048001121279579305	-0.944765273129346	0.14774707921666638	-1.2530186615443908	-0.14968462420743	-0.009154171642028967	0.7400286396601014	0.001341846559310476	-0.8242756777407458	6
1.475751100157335	-0.5778791218650733	0.7917569835806005	-0.9644831497921176	-0.0811305202530125	-0.4297508119422947	-0.22028328148339255	-0.07603034839317149	0.21017532746609527	-0.3491842573077406	0.3947459983788982	6
